rowid,movie,type,word,minutes_in
1418,Django Unchained,death,,131.92
1419,Django Unchained,death,,132.05
1420,Django Unchained,death,,132.13
1421,Django Unchained,death,,132.13
1422,Django Unchained,death,,132.13
1423,Django Unchained,word,fucking,132.22
1424,Django Unchained,word,n-word ,131.73
1425,Django Unchained,word,shit,132.1
1426,Django Unchained,word,bitch,132.12
1427,Django Unchained,word,fucking,132.22
1428,Django Unchained,word,damn,132.3
1429,Django Unchained,word,bitch,132.32
1430,Django Unchained,word,fucking,132.35
1431,Django Unchained,word,damn,132.37
1432,Django Unchained,word,fuck,132.42
1433,Django Unchained,word,fuck,132.53
1434,Django Unchained,word,n-word ,132.55
1435,Django Unchained,death,,133.08
1436,Django Unchained,word,n-word ,133.17
1437,Django Unchained,word,motherfucker,133.27
1438,Django Unchained,death,,133.38
1439,Django Unchained,death,,133.38
1440,Django Unchained,word,shit,133.42
1441,Django Unchained,death,,133.47
1442,Django Unchained,death,,133.5
1443,Django Unchained,death,,133.52
1444,Django Unchained,death,,133.65
1445,Django Unchained,death,,133.83
1446,Django Unchained,death,,133.87
1447,Django Unchained,word,shit,134.4
1448,Django Unchained,word,goddamn,134.77
1449,Django Unchained,word,goddamn,135.18
1450,Django Unchained,word,horseshit,135.43
1451,Django Unchained,word,ass,135.65
1452,Django Unchained,word,goddamn,135.7
1453,Django Unchained,word,bitch,135.78
1454,Django Unchained,word,n-word ,136.2
1455,Django Unchained,word,n-word ,138.3
1456,Django Unchained,word,ass,140.23
1457,Django Unchained,word,motherfuckers,140.25
1458,Django Unchained,word,ass,140.43
1459,Django Unchained,word,fucking,140.5
1460,Django Unchained,word,n-word ,140.68
1461,Django Unchained,word,shit,140.93
1462,Django Unchained,word,n-word ,140.97
1463,Django Unchained,word,shit,141.22
1464,Django Unchained,word,hell,141.25
1465,Django Unchained,word,n-word ,141.27
1466,Django Unchained,word,ass,141.52
1467,Django Unchained,word,ass,142.42
1468,Django Unchained,word,n-word ,142.43
1469,Django Unchained,word,fuck,143.68
1470,Django Unchained,word,fuck,144.2
1471,Django Unchained,word,ass,144.58
1472,Django Unchained,word,bitches,144.77
1473,Django Unchained,word,goddamn,145.12
1474,Django Unchained,word,fucking,145.17
1475,Django Unchained,word,shit,145.22
1476,Django Unchained,word,ass,145.53
1477,Django Unchained,word,fucking,147.2
1478,Django Unchained,word,damn,147.23
1479,Django Unchained,word,n-word ,147.48
1480,Django Unchained,word,fuck,147.62
1481,Django Unchained,word,goddamn,148.43
1482,Django Unchained,word,n-word ,148.57
1483,Django Unchained,word,fucking,149.02
1484,Django Unchained,death,,149.1
1485,Django Unchained,death,,149.1
1486,Django Unchained,death,,149.13
1487,Django Unchained,word,goddamn,152.23
1488,Django Unchained,word,motherfucker,152.35
1489,Django Unchained,death,,152.37
1490,Django Unchained,death,,152.38
1491,Django Unchained,death,,152.4
1492,Django Unchained,death,,152.4
1493,Django Unchained,death,,152.47
1494,Django Unchained,death,,152.47
1495,Django Unchained,death,,152.5
1496,Django Unchained,death,,156.77
1497,Django Unchained,word,bitch,157.3
1498,Django Unchained,death,,157.37
1499,Django Unchained,death,,157.85
1500,Django Unchained,word,n-word ,158.62
1501,Django Unchained,word,n-word ,158.65
1502,Django Unchained,word,shit,158.78
1503,Django Unchained,word,n-word ,158.78
1504,Django Unchained,word,motherfucker,158.9
1505,Django Unchained,word,damn,158.92
1506,Django Unchained,word,n-word ,158.98
1507,Django Unchained,word,horseshit,159.18
1508,Django Unchained,word,n-word ,159.25
1509,Django Unchained,word,bitch,159.33
1510,Django Unchained,word,motherfucker,159.37
1511,Django Unchained,word,n-word ,159.42
1512,Django Unchained,word,ass,159.53
1513,Django Unchained,word,n-word ,159.58
1514,Django Unchained,word,n-word ,159.65
1515,Django Unchained,word,ass,159.7
1516,Django Unchained,word,ass,159.77
1517,Django Unchained,word,n-word ,159.8
1518,Django Unchained,word,fucked,159.83
1519,Django Unchained,word,n-word ,159.88
1520,Django Unchained,word,n-word ,160.2
1521,Django Unchained,word,ass,160.28
1522,Django Unchained,death,,160.45
1523,Jackie Brown,word,ass,4.38
1524,Jackie Brown,word,shit,4.53
1525,Jackie Brown,word,shit,4.63
1526,Jackie Brown,word,motherfucker,4.85
1527,Jackie Brown,word,shit,4.95
1528,Jackie Brown,word,shit,5.0
1529,Jackie Brown,word,motherfucker,5.28
1530,Jackie Brown,word,n-word ,5.37
1531,Jackie Brown,word,n-word ,5.45
1532,Jackie Brown,word,fucking,5.53
1533,Jackie Brown,word,damn,5.6
1534,Jackie Brown,word,n-word ,5.67
1535,Jackie Brown,word,shit,5.7
1536,Jackie Brown,word,n-word ,6.02
1537,Jackie Brown,word,motherfucker,6.08
1538,Jackie Brown,word,shit,6.18
1539,Jackie Brown,word,motherfucker,6.37
1540,Jackie Brown,word,ass,6.7
1541,Jackie Brown,word,shit,7.45
1542,Jackie Brown,word,shit,8.35
1543,Jackie Brown,word,n-word ,8.58
1544,Jackie Brown,word,n-word ,8.62
1545,Jackie Brown,word,n-word ,8.65
1546,Jackie Brown,word,motherfucking,8.82
1547,Jackie Brown,word,motherfuckers,9.23
1548,Jackie Brown,word,bitch,9.97
1549,Jackie Brown,word,fuck,10.08
1550,Jackie Brown,word,fuck,10.12
1551,Jackie Brown,word,goddamn,10.2
1552,Jackie Brown,word,n-word ,10.2
1553,Jackie Brown,word,goddamn,10.25
1554,Jackie Brown,word,motherfuckers,10.5
1555,Jackie Brown,word,shit,10.52
1556,Jackie Brown,word,motherfucking,10.53
1557,Jackie Brown,word,fuck,10.58
1558,Jackie Brown,word,n-word ,12.12
1559,Jackie Brown,word,shit,12.82
1560,Jackie Brown,word,fuck,12.82
1561,Jackie Brown,word,ass,13.1
1562,Jackie Brown,word,fuck,15.63
1563,Jackie Brown,word,n-word ,15.68
1564,Jackie Brown,word,n-word ,15.72
1565,Jackie Brown,word,ass,15.98
1566,Jackie Brown,word,motherfucking,16.03
1567,Jackie Brown,word,n-word ,16.1
1568,Jackie Brown,word,ass,16.2
1569,Jackie Brown,word,n-word ,16.23
1570,Jackie Brown,word,goddamn,16.25
1571,Jackie Brown,word,shit,16.28
1572,Jackie Brown,word,ass,16.3
1573,Jackie Brown,word,ass,16.33
1574,Jackie Brown,word,motherfucking,16.35
1575,Jackie Brown,word,n-word ,16.38
1576,Jackie Brown,word,motherfucker,16.47
1577,Jackie Brown,word,hell,16.52
1578,Jackie Brown,word,shit,16.55
1579,Jackie Brown,word,ass,16.58
1580,Jackie Brown,word,shit,16.65
1581,Jackie Brown,word,n-word ,16.77
1582,Jackie Brown,word,fucking,16.87
1583,Jackie Brown,word,n-word ,17.12
1584,Jackie Brown,word,ass,17.22
1585,Jackie Brown,word,n-word ,17.25
1586,Jackie Brown,word,fuck,17.3
1587,Jackie Brown,word,shit,17.4
1588,Jackie Brown,word,fucking,17.42
1589,Jackie Brown,word,ass,17.48
1590,Jackie Brown,word,fucking,17.52
1591,Jackie Brown,word,n-word ,17.82
1592,Jackie Brown,word,n-word ,17.82
1593,Jackie Brown,word,n-word ,17.85
1594,Jackie Brown,word,n-word ,17.9
1595,Jackie Brown,word,n-word ,17.95
1596,Jackie Brown,word,ass,18.23
1597,Jackie Brown,word,shit,18.38
1598,Jackie Brown,word,n-word ,18.8
1599,Jackie Brown,word,shit,19.07
1600,Jackie Brown,word,motherfucker,19.35
1601,Jackie Brown,word,motherfucker,19.45
1602,Jackie Brown,word,fuck,19.47
1603,Jackie Brown,word,shit,19.47
1604,Jackie Brown,word,fucking,19.58
1605,Jackie Brown,word,ass,19.62
1606,Jackie Brown,word,goddamn,19.72
1607,Jackie Brown,word,goddamn,19.83
1608,Jackie Brown,word,goddamn,19.93
1609,Jackie Brown,word,ass,19.95
1610,Jackie Brown,word,n-word ,20.05
1611,Jackie Brown,word,motherfucker,20.12
1612,Jackie Brown,word,ass,20.17
1613,Jackie Brown,word,goddamn,20.22
1614,Jackie Brown,word,ass,20.28
1615,Jackie Brown,word,ass,20.35
1616,Jackie Brown,word,n-word ,20.38
1617,Jackie Brown,word,fucking,20.52
1618,Jackie Brown,word,n-word ,20.57
1619,Jackie Brown,word,shit,20.58
1620,Jackie Brown,word,fucking,20.65
1621,Jackie Brown,word,motherfucker,21.05
1622,Jackie Brown,word,motherfucker,21.12
1623,Jackie Brown,word,goddamn,21.13
1624,Jackie Brown,word,motherfucker,21.18
1625,Jackie Brown,word,hell,21.22
1626,Jackie Brown,death,,23.08
1627,Jackie Brown,word,n-word ,23.07
1628,Jackie Brown,word,shit,25.53
1629,Jackie Brown,word,goddamn,26.13
1630,Jackie Brown,word,motherfucking,26.37
1631,Jackie Brown,word,ass,26.38
1632,Jackie Brown,word,n-word ,27.07
1633,Jackie Brown,word,fuck,27.08
1634,Jackie Brown,word,n-word ,27.2
1635,Jackie Brown,word,n-word ,27.22
1636,Jackie Brown,word,n-word ,27.48
1637,Jackie Brown,word,shitty,28.67
1638,Jackie Brown,word,fucking,28.72
1639,Jackie Brown,word,goddamn,29.05
1640,Jackie Brown,word,fucking,29.72
1641,Jackie Brown,word,fucks,30.63
1642,Jackie Brown,word,shit,30.63
1643,Jackie Brown,word,shittiest,30.77
1644,Jackie Brown,word,fucking,30.78
1645,Jackie Brown,word,shit,30.8
1646,Jackie Brown,word,fuck,31.97
1647,Jackie Brown,word,shit,32.13
1648,Jackie Brown,word,shitty,32.4
1649,Jackie Brown,word,goddamn,32.65
1650,Jackie Brown,word,shit,33.47
1651,Jackie Brown,word,shit,33.67
1652,Jackie Brown,word,fucking,36.4
1653,Jackie Brown,word,shit,36.42
1654,Jackie Brown,word,shit,36.52
1655,Jackie Brown,word,shit,36.97
1656,Jackie Brown,word,shit,37.0
1657,Jackie Brown,word,hell,37.13
1658,Jackie Brown,word,motherfucking,37.15
1659,Jackie Brown,word,ass,37.28
1660,Jackie Brown,word,shit,37.33
1661,Jackie Brown,word,ass,37.37
1662,Jackie Brown,word,shit,37.88
1663,Jackie Brown,word,shit,38.58
1664,Jackie Brown,word,fuck,38.95
1665,Jackie Brown,word,fucking,38.98
1666,Jackie Brown,word,shit,39.3
1667,Jackie Brown,word,shit,39.35
1668,Jackie Brown,word,bitch,44.32
1669,Jackie Brown,word,ass,45.38
1670,Jackie Brown,word,hell,48.1
1671,Jackie Brown,word,ass,48.1
1672,Jackie Brown,word,ass,48.17
1673,Jackie Brown,word,shit,48.35
1674,Jackie Brown,word,damn,48.52
1675,Jackie Brown,word,shit,48.53
1676,Jackie Brown,word,shitload,48.6
1677,Jackie Brown,word,shitload,50.45
1678,Jackie Brown,word,dick,50.88
1679,Jackie Brown,word,n-word ,50.97
1680,Jackie Brown,word,hell,51.03
1681,Jackie Brown,word,fuck,51.05
1682,Jackie Brown,word,fuck,51.1
1683,Jackie Brown,word,ass,51.22
1684,Jackie Brown,word,motherfuckers,51.32
1685,Jackie Brown,word,fuck,51.4
1686,Jackie Brown,word,damn,51.42
1687,Jackie Brown,word,ass,51.45
1688,Jackie Brown,word,fucking,51.5
1689,Jackie Brown,word,ass,51.62
1690,Jackie Brown,word,fuck,51.65
1691,Jackie Brown,word,motherfucking,51.8
1692,Jackie Brown,word,motherfucking,51.97
1693,Jackie Brown,word,motherfucking,53.17
1694,Jackie Brown,word,ass,57.42
1695,Jackie Brown,word,fuck,57.93
1696,Jackie Brown,word,ass,59.12
1697,Jackie Brown,word,shit,60.2
1698,Jackie Brown,word,shit,61.53
1699,Jackie Brown,word,ass,61.93
1700,Jackie Brown,word,goddamn,62.97
1701,Jackie Brown,word,shit,63.07
1702,Jackie Brown,word,shit,63.07
1703,Jackie Brown,word,shit,66.05
1704,Jackie Brown,word,fucking,67.82
1705,Jackie Brown,word,fuck,67.95
1706,Jackie Brown,word,damn,69.7
1707,Jackie Brown,word,n-word ,70.02
1708,Jackie Brown,word,motherfuckers,70.03
1709,Jackie Brown,word,ass,70.05
1710,Jackie Brown,word,bullshit,70.1
1711,Jackie Brown,word,motherfucker,70.12
1712,Jackie Brown,word,damn,70.15
1713,Jackie Brown,word,fuck,70.3
1714,Jackie Brown,word,goddamn,70.45
1715,Jackie Brown,word,fuck,70.8
1716,Jackie Brown,word,fuck,70.9
1717,Jackie Brown,word,ass,70.93
1718,Jackie Brown,word,shit,71.2
1719,Jackie Brown,word,fuck,71.23
1720,Jackie Brown,word,damn,71.67
1721,Jackie Brown,word,fucking,72.6
1722,Jackie Brown,word,fuck,73.2
1723,Jackie Brown,word,shit,73.27
1724,Jackie Brown,word,fuck,73.85
1725,Jackie Brown,word,shit,75.37
1726,Jackie Brown,word,pussy,75.38
1727,Jackie Brown,word,shit,75.6
1728,Jackie Brown,word,bitch,75.63
1729,Jackie Brown,word,fucking,75.63
1730,Jackie Brown,word,fuck,75.7
1731,Jackie Brown,word,n-word ,75.7
1732,Jackie Brown,word,damn,75.73
1733,Jackie Brown,word,fuck,75.77
1734,Jackie Brown,word,fucked,75.87
1735,Jackie Brown,word,shit,76.18
1736,Jackie Brown,word,bitches,76.32
1737,Jackie Brown,word,ass,76.72
1738,Jackie Brown,word,ass,76.92
1739,Jackie Brown,word,bitch,77.05
1740,Jackie Brown,word,fuck,77.35
1741,Jackie Brown,word,bitch,77.47
1742,Jackie Brown,word,ass,79.37
1743,Jackie Brown,word,shit,80.33
1744,Jackie Brown,word,fuck,81.0
1745,Jackie Brown,word,shit,81.02
1746,Jackie Brown,word,shit,83.92
1747,Jackie Brown,word,shit,88.68
1748,Jackie Brown,word,shit,88.83
1749,Jackie Brown,word,hell,92.38
1750,Jackie Brown,word,hell,92.38
1751,Jackie Brown,word,hell,92.43
1752,Jackie Brown,word,shit,92.52
1753,Jackie Brown,word,shit,92.55
1754,Jackie Brown,word,goddamn,92.57
1755,Jackie Brown,word,fuck,92.58
1756,Jackie Brown,word,ass,92.62
1757,Jackie Brown,word,fucking,92.63
1758,Jackie Brown,word,fuck,92.65
1759,Jackie Brown,word,ass,92.7
1760,Jackie Brown,word,shit,92.82
1761,Jackie Brown,word,ass,92.97
1762,Jackie Brown,word,damn,93.03
1763,Jackie Brown,word,shit,94.13
1764,Jackie Brown,word,ass,94.27
1765,Jackie Brown,word,ass,94.77
1766,Jackie Brown,word,damn,94.98
1767,Jackie Brown,word,shit,95.07
1768,Jackie Brown,word,motherfucker,95.08
1769,Jackie Brown,word,motherfucker,95.13
1770,Jackie Brown,word,shit,96.7
1771,Jackie Brown,word,fucking,96.9
1772,Jackie Brown,word,hell,97.37
1773,Jackie Brown,word,bitch,98.02
1774,Jackie Brown,word,ass,98.07
1775,Jackie Brown,word,shit,98.15
1776,Jackie Brown,word,motherfucking,98.17
1777,Jackie Brown,word,goddamn,98.23
1778,Jackie Brown,word,goddamn,98.45
1779,Jackie Brown,word,bitch,98.45
1780,Jackie Brown,word,fucking,98.47
1781,Jackie Brown,word,ass,101.37
1782,Jackie Brown,word,fuck,101.92
1783,Jackie Brown,word,motherfucking,101.98
1784,Jackie Brown,word,bitch,102.07
1785,Jackie Brown,word,fucking,102.08
1786,Jackie Brown,word,ass,102.08
1787,Jackie Brown,word,goddamn,102.1
1788,Jackie Brown,word,ass,102.32
1789,Jackie Brown,word,fuck,102.33
1790,Jackie Brown,word,ass,105.27
1791,Jackie Brown,word,fuck,106.32
1792,Jackie Brown,word,goddamn,109.7
1793,Jackie Brown,word,fuck,109.77
1794,Jackie Brown,word,fucking,109.82
1795,Jackie Brown,word,shit,109.97
1796,Jackie Brown,word,bitch,110.13
1797,Jackie Brown,word,fucking,110.15
1798,Jackie Brown,word,fucking,110.52
1799,Jackie Brown,word,fuck,111.27
1800,Jackie Brown,word,fuck,111.83
1801,Jackie Brown,word,goddamn,111.85
1802,Jackie Brown,word,fucking,111.9
1803,Jackie Brown,word,fuck,111.97
1804,Jackie Brown,word,fucking,111.98
1805,Jackie Brown,word,fuck,112.07
1806,Jackie Brown,word,fuck,112.35
1807,Jackie Brown,word,fucking,113.18
1808,Jackie Brown,death,,113.28
1809,Jackie Brown,word,bitch,114.98
1810,Jackie Brown,word,fucking,115.0
1811,Jackie Brown,word,fuck,116.07
1812,Jackie Brown,word,fucking,120.22
1813,Jackie Brown,word,fucking,120.35
1814,Jackie Brown,word,fucking,120.85
1815,Jackie Brown,word,bitch,121.1
1816,Jackie Brown,word,fucking,121.87
1817,Jackie Brown,word,fucking,121.92
1818,Jackie Brown,word,ass,122.08
1819,Jackie Brown,word,fuck,122.12
1820,Jackie Brown,word,fuck,122.15
1821,Jackie Brown,word,fuck,122.17
1822,Jackie Brown,word,fucking,121.2
1823,Jackie Brown,word,shit,122.28
1824,Jackie Brown,word,bitch,123.32
1825,Jackie Brown,word,shit,123.63
1826,Jackie Brown,word,motherfucker,124.57
1827,Jackie Brown,word,hell,124.65
1828,Jackie Brown,word,ass,124.68
1829,Jackie Brown,word,motherfuckers,124.75
1830,Jackie Brown,word,fucking,124.83
1831,Jackie Brown,word,fucking,124.85
1832,Jackie Brown,word,fucking,124.88
1833,Jackie Brown,word,fucking,124.9
1834,Jackie Brown,word,goddamn,124.97
1835,Jackie Brown,word,motherfucker,125.07
1836,Jackie Brown,word,ass,125.1
1837,Jackie Brown,word,shit,125.12
1838,Jackie Brown,word,fucking,125.15
1839,Jackie Brown,word,fuck,125.33
1840,Jackie Brown,word,ass,125.37
1841,Jackie Brown,death,,125.43
1842,Jackie Brown,word,shit,126.42
1843,Jackie Brown,word,fucking,126.62
1844,Jackie Brown,word,fucking,127.07
1845,Jackie Brown,word,fucking,127.42
1846,Jackie Brown,word,fucking,128.38
1847,Jackie Brown,word,motherfucking,128.42
1848,Jackie Brown,word,motherfucker,128.47
1849,Jackie Brown,word,fuck,129.17
1850,Jackie Brown,word,fucking,129.57
1851,Jackie Brown,word,goddamn,130.9
1852,Jackie Brown,word,motherfucking,130.92
1853,Jackie Brown,word,motherfucking,131.0
1854,Jackie Brown,word,motherfucker,131.08
1855,Jackie Brown,word,motherfucker,131.18
1856,Jackie Brown,word,shit,131.22
1857,Jackie Brown,word,n-word ,131.25
1858,Jackie Brown,word,motherfucker,131.28
1859,Jackie Brown,word,goddamn,131.35
1860,Jackie Brown,word,motherfucker,131.38
1861,Jackie Brown,word,shit,131.4
1862,Jackie Brown,word,goddamn,131.45
1863,Jackie Brown,word,shit,131.57
1864,Jackie Brown,word,n-word ,131.8
1865,Jackie Brown,word,motherfucking,132.78
1866,Jackie Brown,word,ass,133.05
1867,Jackie Brown,word,motherfucking,133.13
1868,Jackie Brown,word,fuck,134.0
1869,Jackie Brown,word,goddamn,134.02
1870,Jackie Brown,word,fucking,134.07
1871,Jackie Brown,word,ass,134.18
1872,Jackie Brown,word,motherfucker,134.33
1873,Jackie Brown,word,motherfucker,134.5
1874,Jackie Brown,word,n-word ,134.78
1875,Jackie Brown,word,shit,135.0
1876,Jackie Brown,word,ass,135.67
1877,Jackie Brown,word,dumbass,135.72
1878,Jackie Brown,word,bullshit,136.72
1879,Jackie Brown,word,fucking,136.9
1880,Jackie Brown,word,ass,137.13
1881,Jackie Brown,word,n-word ,137.13
1882,Jackie Brown,word,goddamn,138.2
1883,Jackie Brown,word,bullshit,141.03
1884,Jackie Brown,word,bitch,141.2
1885,Jackie Brown,word,goddamn,141.23
1886,Jackie Brown,word,motherfucker,141.35
1887,Jackie Brown,word,n-word ,141.5
1888,Jackie Brown,word,motherfucker,141.55
1889,Jackie Brown,word,motherfucker,141.8
1890,Jackie Brown,word,motherfucker,141.93
1891,Jackie Brown,word,ass,142.43
1892,Jackie Brown,word,fucking,142.47
1893,Jackie Brown,word,goddamn,142.97
1894,Jackie Brown,death,,143.13
